Feature,Coefficient,AbsoluteCoefficient
TLD_ru,0.23707038620715226,0.23707038620715226
TLD_br,0.22301859606602065,0.22301859606602065
TLD_com,0.19883681813411774,0.19883681813411774
TLD_jp,-0.18194110242828967,0.18194110242828967
TLD_fr,-0.17502096067974882,0.17502096067974882
TLD_net,0.16956364931966453,0.16956364931966453
TLDLegitimateProb,0.16744599206453836,0.16744599206453836
TLD_ch,-0.16337895157599758,0.16337895157599758
TLD_at,-0.16287861131338857,0.16287861131338857
NoOfURLRedirect,0.1616490901938781,0.1616490901938781
TLD_ca,-0.1594676689279253,0.1594676689279253
TLD_be,-0.15028232920406778,0.15028232920406778
TLD_se,-0.13762014232527445,0.13762014232527445
TLD_site,0.13223495299803517,0.13223495299803517
TLD_cfd,0.13116467243489194,0.13116467243489194
HasObfuscation,0.12912242666485324,0.12912242666485324
TLD_no,-0.12727253929201662,0.12727253929201662
TLD_cn,0.12476295262968959,0.12476295262968959
TLD_il,0.12076949402957539,0.12076949402957539
TLD_ir,0.11880944184745038,0.11880944184745038
TLD_si,-0.11111590904766394,0.11111590904766394
Bank,0.10600797655627464,0.10600797655627464
TLD_info,0.1016814808724602,0.1016814808724602
TLD_id,-0.09905072083380445,0.09905072083380445
TLD_dk,-0.09713909514087736,0.09713909514087736
TLDLength,0.09514224471098953,0.09514224471098953
TLD_pk,0.09481113082898378,0.09481113082898378
TLD_cf,0.09395477745145563,0.09395477745145563
TLD_cc,0.09339157966702867,0.09339157966702867
HasExternalFormSubmit,0.092899787800141,0.092899787800141
TLD_it,0.09128678040210442,0.09128678040210442
TLD_ua,0.09094037856558847,0.09094037856558847
TLD_gd,0.08992065935389755,0.08992065935389755
TLD_fi,-0.08950387971704492,0.08950387971704492
TLD_shop,0.08753575211684966,0.08753575211684966
TLD_cz,-0.08546129967513974,0.08546129967513974
TLD_page,0.08537015840875067,0.08537015840875067
TLD_lv,-0.08485785799692575,0.08485785799692575
Crypto,0.08380118860502639,0.08380118860502639
TLD_ee,-0.08136561547421632,0.08136561547421632
TLD_hu,-0.0802101356812225,0.0802101356812225
TLD_ws,-0.07867592529286248,0.07867592529286248
ObfuscationRatio,0.07733035314833088,0.07733035314833088
TLD_is,-0.07656921383918765,0.07656921383918765
TLD_sh,0.07632838453137901,0.07632838453137901
TLD_store,-0.07293871027033999,0.07293871027033999
TLD_app,-0.07238405837539176,0.07238405837539176
TLD_lu,-0.07154870501463989,0.07154870501463989
TLD_za,0.07040975803890358,0.07040975803890358
TLD_click,0.06952082136955476,0.06952082136955476
TLD_travel,-0.06768731331610647,0.06768731331610647
TLD_fm,-0.06665647415887498,0.06665647415887498
TLD_th,0.06321379004468984,0.06321379004468984
TLD_sk,-0.06251491843357185,0.06251491843357185
TLD_fit,0.06158480896213246,0.06158480896213246
TLD_ke,0.06061073073132791,0.06061073073132791
TLD_dev,0.05885983377547321,0.05885983377547321
TLD_lt,-0.05847770042331029,0.05847770042331029
TLD_xyz,0.05744026401850042,0.05744026401850042
TLD_by,-0.056402234017858384,0.056402234017858384
TLD_mt,-0.05426664207329236,0.05426664207329236
TLD_hr,-0.05419006076049239,0.05419006076049239
TLD_tw,-0.05335555604455687,0.05335555604455687
TLD_homes,0.05242796206677741,0.05242796206677741
TLD_ae,-0.05235012304378091,0.05235012304378091
TLD_pt,-0.05232542297126206,0.05232542297126206
TLD_digital,-0.04926340594912747,0.04926340594912747
TLD_cyou,0.04868691020957716,0.04868691020957716
TLD_stream,0.0485388640795835,0.0485388640795835
TLD_bg,-0.04783561274773511,0.04783561274773511
NoOfQMarkInURL,0.047365840363631825,0.047365840363631825
TLD_me,-0.046541680777338154,0.046541680777338154
TLD_ga,0.0462309862761743,0.0462309862761743
TLD_games,-0.04526846628407085,0.04526846628407085
TLD_fun,-0.044521880997472375,0.044521880997472375
TLD_cat,-0.04442082717977289,0.04442082717977289
TLD_icu,0.04420538400387806,0.04420538400387806
TLD_gg,0.043916557700529386,0.043916557700529386
TLD_tv,0.04359006469617646,0.04359006469617646
TLD_cam,0.042386280439001486,0.042386280439001486
TLD_gr,-0.0421458690733281,0.0421458690733281
TLD_cloud,-0.04210049912799936,0.04210049912799936
TLD_mil,-0.041901301118784456,0.041901301118784456
TLD_plus,-0.04103368982783961,0.04103368982783961
TLD_ie,-0.04015827738029566,0.04015827738029566
TLD_ai,-0.040094514036953785,0.040094514036953785
TLD_rs,-0.039596785973315084,0.039596785973315084
TLD_az,0.039563937964847855,0.039563937964847855
TLD_systems,-0.03943478093029555,0.03943478093029555
TLD_ge,0.03918780813749181,0.03918780813749181
TLD_nu,-0.0388077674790741,0.0388077674790741
TLD_london,-0.03831628150478402,0.03831628150478402
HasPasswordField,0.037985845493504616,0.037985845493504616
TLD_kz,-0.03769029635612076,0.03769029635612076
TLD_int,-0.037671719280065165,0.037671719280065165
TLD_network,0.03744467921262862,0.03744467921262862
TLD_ph,-0.03730118552554592,0.03730118552554592
TLD_today,-0.0371028975747887,0.0371028975747887
TLD_wiki,-0.03656155841283535,0.03656155841283535
URLLength,0.03655363818951739,0.03655363818951739
TLD_mx,0.035941713932189215,0.035941713932189215
TLD_pm,0.035900363414476534,0.035900363414476534
TLD_mn,-0.03586774317960451,0.03586774317960451
TLD_nz,0.035814697729551245,0.035814697729551245
TLD_re,-0.035333828739686504,0.035333828739686504
TLD_in,0.034922765215453115,0.034922765215453115
TLD_design,-0.03437166544566662,0.03437166544566662
TLD_website,-0.034071430963170675,0.034071430963170675
TLD_live,0.03399594123124691,0.03399594123124691
TLD_solutions,-0.03380754146350007,0.03380754146350007
TLD_kg,-0.033670668907177494,0.033670668907177494
TLD_buzz,0.03266274597120446,0.03266274597120446
TLD_cm,0.032572961502354496,0.032572961502354496
TLD_aero,-0.031595682156417525,0.031595682156417525
TLD_ng,0.03137308096956095,0.03137308096956095
TLD_sd,-0.031129343654881153,0.031129343654881153
TLD_global,-0.031106062326990976,0.031106062326990976
TLD_im,-0.030910807815253745,0.030910807815253745
TLD_tr,0.030773158584286118,0.030773158584286118
TLD_ink,0.030754330546014785,0.030754330546014785
TLD_gy,-0.030649134296829934,0.030649134296829934
TLD_google,-0.029864857226193836,0.029864857226193836
TLD_gp,0.0295275160406873,0.0295275160406873
IsDomainIP,0.029481741666928442,0.029481741666928442
TLD_sa,-0.029310101877031994,0.029310101877031994
TLD_uz,-0.029223909487104176,0.029223909487104176
TLD_io,0.029098227696791944,0.029098227696791944
TLD_link,0.028824456400920996,0.028824456400920996
TLD_ba,-0.028125371673229076,0.028125371673229076
TLD_bd,-0.026832246794502437,0.026832246794502437
TLD_cl,-0.02665855731225181,0.02665855731225181
TLD_nyc,-0.026599493881760573,0.026599493881760573
TLD_services,-0.026586553821443558,0.026586553821443558
TLD_tl,0.026300053902857758,0.026300053902857758
TLD_my,-0.02606999159110505,0.02606999159110505
TLD_guide,-0.025631911741377685,0.025631911741377685
TLD_lol,0.025391781266507252,0.025391781266507252
NoOfEqualsInURL,0.024851834438461742,0.024851834438461742
TLD_mc,-0.024792276174380484,0.024792276174380484
TLD_ltd,0.024750751263428652,0.024750751263428652
TLD_pl,-0.024331870988899156,0.024331870988899156
TLD_photography,-0.024046196733904818,0.024046196733904818
TLD_name,0.023935516984748613,0.023935516984748613
TLD_us,-0.023875254696398493,0.023875254696398493
TLD_ht,-0.023795056698730235,0.023795056698730235
TLD_asia,0.02378826458877571,0.02378826458877571
TLD_wales,-0.02363074015675425,0.02363074015675425
TLD_vc,-0.02347140143745805,0.02347140143745805
TLD_blog,-0.023290395015292058,0.023290395015292058
TLD_tools,-0.02317532416875314,0.02317532416875314
TLD_tokyo,-0.02314398802262878,0.02314398802262878
TLD_lc,0.02302789243309813,0.02302789243309813
TLD_hamburg,-0.022968157200935844,0.022968157200935844
TLD_mv,-0.02293094489353242,0.02293094489353242
TLD_gl,-0.022612320335494988,0.022612320335494988
TLD_pub,-0.022570432861132157,0.022570432861132157
TLD_world,-0.022202067053162848,0.022202067053162848
TLD_eg,0.021968995808283216,0.021968995808283216
TLD_dog,-0.02176579208434808,0.02176579208434808
TLD_ma,-0.0216681944003088,0.0216681944003088
TLD_repair,-0.021443110814688842,0.021443110814688842
TLD_moe,-0.021218594676573173,0.021218594676573173
TLD_space,-0.020901603369934452,0.020901603369934452
TLD_pe,-0.020783539246536416,0.020783539246536416
TLD_md,-0.02073356459001504,0.02073356459001504
TLD_ls,-0.020677812100126272,0.020677812100126272
TLD_ms,0.020588990898315652,0.020588990898315652
TLD_eu,-0.020546346655749226,0.020546346655749226
TLD_rw,-0.020519962773257603,0.020519962773257603
NoOfAmpersandInURL,0.020497666332931954,0.020497666332931954
TLD_build,-0.020100115362952472,0.020100115362952472
TLD_art,-0.019635881887771562,0.019635881887771562
TLD_scot,-0.019606857036007452,0.019606857036007452
TLD_biz,-0.019589436568234024,0.019589436568234024
TLD_gallery,-0.019315255492052815,0.019315255492052815
TLD_earth,-0.019223214731708266,0.019223214731708266
TLD_photo,-0.01881787957428455,0.01881787957428455
TLD_bayern,-0.01880853928935448,0.01880853928935448
TLD_dz,-0.018764310507439343,0.018764310507439343
TLD_uy,-0.018501154009597114,0.018501154009597114
TLD_tz,-0.01841949787609759,0.01841949787609759
TLD_nf,0.01838214081902587,0.01838214081902587
TLD_su,0.018162776831898063,0.018162776831898063
TLD_kn,-0.01805720914901585,0.01805720914901585
TLD_vip,0.017991143304333972,0.017991143304333972
TLD_clothing,-0.017961310289979927,0.017961310289979927
TLD_eus,-0.017774415528282638,0.017774415528282638
TLD_la,-0.017741351978305744,0.017741351978305744
TLD_tk,0.017633697507776935,0.017633697507776935
TLD_bank,-0.017532681617441544,0.017532681617441544
TLD_audio,-0.017450953731936135,0.017450953731936135
TLD_marketing,-0.017157303877947554,0.017157303877947554
TLD_mobi,-0.01712867079641218,0.01712867079641218
TLD_gq,0.017018395974111998,0.017018395974111998
TLD_pics,-0.016987310457932704,0.016987310457932704
TLD_museum,-0.016846301508817624,0.016846301508817624
TLD_ec,0.01676989164000071,0.01676989164000071
TLD_kr,-0.016747313275140216,0.016747313275140216
TLD_ac,-0.016536985043297713,0.016536985043297713
TLD_fund,-0.016297497087489815,0.016297497087489815
TLD_pg,-0.01610121611404326,0.01610121611404326
TLD_band,-0.015973816310723744,0.015973816310723744
TLD_news,-0.015842982389086848,0.015842982389086848
TLD_run,-0.01567806379285205,0.01567806379285205
TLD_gi,0.015674638986915533,0.015674638986915533
TLD_green,-0.015639962756354257,0.015639962756354257
TLD_house,-0.01563768303146958,0.01563768303146958
TLD_church,-0.015470843132975434,0.015470843132975434
TLD_lk,-0.015387238287474512,0.015387238287474512
TLD_bm,-0.015353995080671529,0.015353995080671529
TLD_online,-0.01526933762425103,0.01526933762425103
TLD_careers,-0.015225077867968789,0.015225077867968789
TLD_agency,-0.014958341010377837,0.014958341010377837
TLD_works,0.014843408795745004,0.014843408795745004
TLD_city,-0.014748995920253919,0.014748995920253919
TLD_skin,-0.014709736594499099,0.014709736594499099
TLD_cash,0.01454522884597297,0.01454522884597297
TLD_ar,-0.014183351115964141,0.014183351115964141
TLD_kh,0.01416111405976215,0.01416111405976215
TLD_host,0.014046772808189273,0.014046772808189273
TLD_al,-0.013997178136324517,0.013997178136324517
TLD_bio,0.013874990903677463,0.013874990903677463
TLD_pet,-0.013820137934263677,0.013820137934263677
TLD_mm,-0.013794937860485522,0.013794937860485522
NoOfObfuscatedChar,0.013595108231859538,0.013595108231859538
TLD_paris,-0.013562558894323055,0.013562558894323055
TLD_mo,-0.013490394476975188,0.013490394476975188
TLD_date,0.013334813366417834,0.013334813366417834
TLD_health,-0.013333960513742894,0.013333960513742894
TLD_email,-0.013060047700093318,0.013060047700093318
TLD_win,-0.012845049267787012,0.012845049267787012
TLD_es,-0.012836351871233654,0.012836351871233654
TLD_ax,-0.012811748071395986,0.012811748071395986
TLD_menu,-0.012775271204296468,0.012775271204296468
TLD_study,-0.012727922984171537,0.012727922984171537
TLD_tatar,-0.012696315344502137,0.012696315344502137
TLD_jobs,-0.012663239800547057,0.012663239800547057
TLD_ky,-0.012487227245485252,0.012487227245485252
TLD_am,-0.012438759373016148,0.012438759373016148
TLD_bike,-0.012434080845749955,0.012434080845749955
TLD_academy,-0.01219462915979273,0.01219462915979273
TLD_ninja,-0.012179635039050616,0.012179635039050616
TLD_zw,0.012161785976884368,0.012161785976884368
TLD_yachts,-0.01197992253673271,0.01197992253673271
TLD_mr,0.011928200438903391,0.011928200438903391
TLD_fj,-0.011921136005921065,0.011921136005921065
TLD_py,-0.011913289354229044,0.011913289354229044
TLD_hair,-0.011824742433637965,0.011824742433637965
TLD_watch,-0.011602721888985378,0.011602721888985378
TLD_institute,-0.011387840408629486,0.011387840408629486
TLD_to,-0.011332928932007458,0.011332928932007458
TLD_ni,-0.01102545382667421,0.01102545382667421
TLD_chat,-0.010828016946356515,0.010828016946356515
TLD_om,0.010722707359107062,0.010722707359107062
TLD_lr,-0.010435011442042931,0.010435011442042931
TLD_ski,-0.01040417570580174,0.01040417570580174
TLD_vote,0.010354526901152487,0.010354526901152487
TLD_ki,-0.01035345948778442,0.01035345948778442
TLD_ad,-0.010275120787316636,0.010275120787316636
TLD_ug,-0.010269950817959877,0.010269950817959877
TLD_bh,-0.010255463494304612,0.010255463494304612
TLD_money,-0.010245498114300413,0.010245498114300413
TLD_report,0.010218913404959083,0.010218913404959083
TLD_sy,0.010126525575586052,0.010126525575586052
TLD_work,-0.010117484339640999,0.010117484339640999
TLD_li,-0.010071339287007184,0.010071339287007184
TLD_zm,-0.01006964711160383,0.01006964711160383
TLD_exchange,0.010023628871085204,0.010023628871085204
TLD_finance,-0.01001819704213816,0.01001819704213816
TLD_lgbt,-0.009906998168717707,0.009906998168717707
TLD_tirol,-0.009896325254754194,0.009896325254754194
TLD_vu,-0.009837065853978777,0.009837065853978777
TLD_rest,0.009785173778717588,0.009785173778717588
TLD_pa,-0.00973418877724487,0.00973418877724487
TLD_pn,-0.0096347512923117,0.0096347512923117
TLD_np,0.009464937473236897,0.009464937473236897
TLD_vn,0.009464645037425357,0.009464645037425357
TLD_gay,-0.009436607979642242,0.009436607979642242
TLD_tg,-0.009275368042423706,0.009275368042423706
TLD_garden,-0.009260518216061787,0.009260518216061787
TLD_red,0.009144684126749326,0.009144684126749326
TLD_cy,0.009112260094727861,0.009112260094727861
TLD_ag,-0.00900306993573895,0.00900306993573895
TLD_bo,0.00899642487258907,0.00899642487258907
TLD_media,-0.008867841005385502,0.008867841005385502
TLD_bt,-0.008848426535891931,0.008848426535891931
URLTitleMatchScore,0.008834737391241639,0.008834737391241639
TLD_love,0.008827253446467573,0.008827253446467573
TLD_na,-0.0087679212988408,0.0087679212988408
TLD_rocks,-0.008750573483413284,0.008750573483413284
TLD_as,0.008683330977192602,0.008683330977192602
TLD_limo,0.008632010944419883,0.008632010944419883
TLD_boutique,-0.008583398539834175,0.008583398539834175
TLD_school,-0.008565359308200413,0.008565359308200413
TLD_fashion,-0.008548555522468316,0.008548555522468316
TLD_community,-0.00850956006646087,0.00850956006646087
TLD_coop,0.008385963601516324,0.008385963601516324
TLD_science,-0.008310194263403459,0.008310194263403459
TLD_pro,-0.008217558645794324,0.008217558645794324
TLD_foundation,-0.008197799822521999,0.008197799822521999
TLD_holdings,-0.00818429065155876,0.00818429065155876
TLD_camera,-0.008165172808217441,0.008165172808217441
TLD_sg,0.008104820684960977,0.008104820684960977
TLD_fo,-0.00809606990656474,0.00809606990656474
TLD_taxi,-0.00809360911456068,0.00809360911456068
TLD_game,-0.008022104145834444,0.008022104145834444
TLD_cymru,-0.007976016616380609,0.007976016616380609
TLD_guru,-0.007971402390618072,0.007971402390618072
TLD_team,-0.007964276479006856,0.007964276479006856
TLD_238,0.007826621559276367,0.007826621559276367
TLD_24,0.007630448311531259,0.007630448311531259
TLD_sport,-0.007575934439573066,0.007575934439573066
TLD_iq,0.007496253041083957,0.007496253041083957
TLD_tn,-0.007471784823861651,0.007471784823861651
TLD_ml,0.0074703979870205574,0.0074703979870205574
TLD_ro,-0.0074625091392502545,0.0074625091392502545
TLD_bz,-0.007454414685511579,0.007454414685511579
TLD_bb,-0.007448770755347779,0.007448770755347779
TLD_computer,-0.007442281368113728,0.007442281368113728
TLD_do,0.007432135824734634,0.007432135824734634
TLD_reviews,-0.007309507641992572,0.007309507641992572
TLD_fitness,-0.0072658081963878265,0.0072658081963878265
TLD_corsica,-0.00726141627083627,0.00726141627083627
TLD_cd,-0.007167760901283784,0.007167760901283784
TLD_berlin,-0.007116679948152187,0.007116679948152187
TLD_technology,-0.007110981433212014,0.007110981433212014
TLD_ps,-0.0070107476345480455,0.0070107476345480455
TLD_quest,0.007000230775306921,0.007000230775306921
TLD_camp,-0.006818943377843057,0.006818943377843057
TLD_je,-0.006729708879463976,0.006729708879463976
TLD_tj,-0.006694684374443658,0.006694684374443658
TLD_181,0.0066795290769346306,0.0066795290769346306
TLD_mk,-0.006578643211694856,0.006578643211694856
TLD_128,0.006458188211700619,0.006458188211700619
TLD_94,0.006414400397931949,0.006414400397931949
TLD_hk,0.0063363456568779255,0.0063363456568779255
TLD_mz,-0.006314809054672171,0.006314809054672171
TLD_studio,-0.006254912554503195,0.006254912554503195
TLD_college,-0.006246019456781327,0.006246019456781327
TLD_67,0.006185257104819994,0.006185257104819994
TLD_capital,-0.006180847465611213,0.006180847465611213
TLD_goog,0.0060524151853594554,0.0060524151853594554
TLD_press,-0.0060203256145658045,0.0060203256145658045
TLD_events,-0.005952523014235864,0.005952523014235864
TLD_103,0.005947963552769193,0.005947963552769193
TLD_hn,-0.005897743635638051,0.005897743635638051
TLD_club,0.005882477107208893,0.005882477107208893
TLD_family,-0.005819765800579727,0.005819765800579727
TLD_86,0.005815412885534473,0.005815412885534473
TLD_markets,-0.00576404592836668,0.00576404592836668
TLD_one,0.005757160754445566,0.005757160754445566
TLD_com:2096,-0.005751590488610936,0.005751590488610936
TLD_ntt,-0.005721449715831632,0.005721449715831632
TLD_vlaanderen,-0.005700003668113091,0.005700003668113091
TLD_autos,-0.005611201030157671,0.005611201030157671
TLD_78,0.005581508773245101,0.005581508773245101
TLD_41,0.005564415080584334,0.005564415080584334
TLD_et,0.005514771141669114,0.005514771141669114
TLD_limited,-0.005498211229742752,0.005498211229742752
TLD_place,0.005287118700161319,0.005287118700161319
TLD_express,-0.005133871289153519,0.005133871289153519
TLD_bw,-0.005126148116760256,0.005126148116760256
TLD_mom,0.005124996036258109,0.005124996036258109
TLD_sn,0.005009947062349987,0.005009947062349987
TLD_95,0.004996316458167568,0.004996316458167568
TLD_tattoo,-0.004967409118885809,0.004967409118885809
TLD_barcelona,-0.004963344605927715,0.004963344605927715
TLD_trade,0.004958846403998148,0.004958846403998148
TLD_lighting,-0.004943318036969137,0.004943318036969137
TLD_rugby,-0.004919540243314922,0.004919540243314922
TLD_domains,0.004873926988892121,0.004873926988892121
TLD_eco,-0.004773173113116009,0.004773173113116009
TLD_26,0.004760352497945791,0.004760352497945791
TLD_gal,-0.004713815842447669,0.004713815842447669
TLD_cool,0.004699890080535949,0.004699890080535949
TLD_197,0.00468802437561088,0.00468802437561088
TLD_market,-0.00447105940228229,0.00447105940228229
TLD_company,-0.0044415029507068925,0.0044415029507068925
TLD_gs,0.004419501462820066,0.004419501462820066
TLD_nc,-0.004390433923709042,0.004390433923709042
TLD_vet,-0.004351534312542771,0.004351534312542771
TLD_146,0.004328445623563929,0.004328445623563929
TLD_12,0.004301532420374003,0.004301532420374003
TLD_87,0.00429574326624812,0.00429574326624812
TLD_holiday,-0.004227765702315435,0.004227765702315435
TLD_fk,0.004176979654543636,0.004176979654543636
TLD_archi,0.004163532181929392,0.004163532181929392
TLD_maison,-0.004140522194861791,0.004140522194861791
TLD_220,0.004138572160855289,0.004138572160855289
TLD_schule,-0.004058152292450807,0.004058152292450807
TLD_tc,0.003981595033143756,0.003981595033143756
TLD_promo,0.00395775475458376,0.00395775475458376
TLD_223,0.003943921450753153,0.003943921450753153
TLD_bet,-0.003922787635202492,0.003922787635202492
TLD_cleaning,-0.003918471010692341,0.003918471010692341
TLD_coffee,-0.0039141118679661005,0.0039141118679661005
TLD_gt,0.003887065336518143,0.003887065336518143
TLD_support,-0.0038866740934103135,0.0038866740934103135
TLD_sv,-0.0038652083025540822,0.0038652083025540822
TLD_istanbul,-0.003840268408322799,0.003840268408322799
TLD_cr,0.003807785299261189,0.003807785299261189
TLD_tech,-0.003804170404598804,0.003804170404598804
TLD_soy,0.0037794877566030482,0.0037794877566030482
TLD_care,-0.003765722790489784,0.003765722790489784
TLD_69,0.003757392914819424,0.003757392914819424
TLD_gmbh,-0.003655302106433378,0.003655302106433378
TLD_international,-0.003651715506197649,0.003651715506197649
TLD_engineering,-0.0036123887668651437,0.0036123887668651437
TLD_rentals,-0.0035827421224346413,0.0035827421224346413
TLD_ve,-0.0035824158169346122,0.0035824158169346122
TLD_tt,0.0035211378398270926,0.0035211378398270926
TLD_show,-0.003485474042058206,0.003485474042058206
TLD_education,-0.003464895375318272,0.003464895375318272
TLD_171,0.0033710448256366954,0.0033710448256366954
TLD_amsterdam,-0.003318202223268141,0.003318202223268141
TLD_bond,0.0032842898774873472,0.0032842898774873472
TLD_loan,-0.0032776685370243773,0.0032776685370243773
TLD_130,0.00327084920347499,0.00327084920347499
TLD_sbs,0.0032503053347124095,0.0032503053347124095
TLD_moscow,-0.0032337326330460396,0.0032337326330460396
TLD_mg,0.0032208756374314095,0.0032208756374314095
TLD_ly,0.0032050877458680354,0.0032050877458680354
TLD_madrid,-0.003199662667472297,0.003199662667472297
TLD_jo,0.0031856971362159234,0.0031856971362159234
TLD_associates,-0.003098555939665682,0.003098555939665682
TLD_ck,0.00304960021522768,0.00304960021522768
TLD_101,-0.00301892302657165,0.00301892302657165
TLD_185,0.0030041339067005224,0.0030041339067005224
TLD_movie,-0.003003897405736203,0.003003897405736203
TLD_taipei,0.002945528518505559,0.002945528518505559
TLD_life,-0.0029393537533508093,0.0029393537533508093
TLD_148,0.0029292974054562168,0.0029292974054562168
TLD_group,0.0028612806605657157,0.0028612806605657157
TLD_diamonds,-0.002835397539897284,0.002835397539897284
TLD_vg,-0.0028164366237977793,0.0028164366237977793
TLD_cards,-0.0028128019155195727,0.0028128019155195727
TLD_mma,-0.002811866821184573,0.002811866821184573
TLD_dj,0.0027860506627675093,0.0027860506627675093
TLD_tel,0.00276429461352689,0.00276429461352689
TLD_energy,-0.002761648503742845,0.002761648503742845
TLD_direct,-0.0027364236249602164,0.0027364236249602164
TLD_beauty,-0.002641260110690717,0.002641260110690717
TLD_st,-0.0026060080241378245,0.0026060080241378245
TLD_car,-0.002592938513184908,0.002592938513184908
TLD_africa,-0.0025807676547180223,0.0025807676547180223
TLD_swiss,0.0025469125994036046,0.0025469125994036046
TLD_tips,-0.002492731220436878,0.002492731220436878
TLD_206,0.00246924736046707,0.00246924736046707
TLD_parts,-0.002455737532756828,0.002455737532756828
TLD_aq,0.002447074342363212,0.002447074342363212
TLD_com:9595,-0.0024259940857915665,0.0024259940857915665
TLD_wine,-0.002416115630246763,0.002416115630246763
TLD_youtube,-0.0023997857548424596,0.0023997857548424596
TLD_delivery,-0.0023502629618023657,0.0023502629618023657
TLD_bn,0.0023384651026875708,0.0023384651026875708
TLD_casa,-0.0023069806118257343,0.0023069806118257343
TLD_video,-0.002272270601716171,0.002272270601716171
TLD_kim,-0.0022518350943565,0.0022518350943565
TLD_lb,-0.002221785570531072,0.002221785570531072
TLD_social,-0.0022166900194010063,0.0022166900194010063
TLD_ne,0.002212625000173033,0.002212625000173033
TLD_108,0.002197962660519366,0.002197962660519366
TLD_120,0.0021893895007697997,0.0021893895007697997
TLD_cx,-0.002149514120852963,0.002149514120852963
TLD_38,0.002128463391126833,0.002128463391126833
TLD_252,0.002116613808688065,0.002116613808688065
TLD_211,0.0021004125192032996,0.0021004125192032996
TLD_party,-0.002031549240688712,0.002031549240688712
TLD_vegas,-0.002030154925248566,0.002030154925248566
TLD_land,0.002027039631942942,0.002027039631942942
TLD_download,-0.0020177845977907326,0.0020177845977907326
TLD_tf,0.001993095593153516,0.001993095593153516
TLD_20,0.001991549707749701,0.001991549707749701
TLD_yt,-0.0019559834318242713,0.0019559834318242713
TLD_sc,-0.0019419534109016774,0.0019419534109016774
TLD_business,-0.0019267118632958617,0.0019267118632958617
TLD_dm,-0.0019105022573806083,0.0019105022573806083
TLD_ao,-0.0018605455724775568,0.0018605455724775568
TLD_160,0.0018509795423944262,0.0018509795423944262
TLD_kred,0.0017722327868837954,0.0017722327868837954
TLD_234,0.0017689358013110534,0.0017689358013110534
TLD_so,-0.0017497201652407015,0.0017497201652407015
TLD_13,0.0017456478873228178,0.0017456478873228178
TLD_pf,-0.0017290660665926893,0.0017290660665926893
TLD_150,0.001725613186553867,0.001725613186553867
TLD_210,0.0017165382364067088,0.0017165382364067088
TLD_158,0.0017104299290463215,0.0017104299290463215
TLD_gdn,0.0016861131003930488,0.0016861131003930488
TLD_coach,-0.0016758447597679908,0.0016758447597679908
TLD_xn--mk1bu44c,-0.0016676001040350252,0.0016676001040350252
TLD_199,0.0016594311584537261,0.0016594311584537261
TLD_black,-0.001637473642842637,0.001637473642842637
TLD_167,0.001634361522278101,0.001634361522278101
TLD_51,0.0016293762294439889,0.0016293762294439889
TLD_231,0.0016292237537092425,0.0016292237537092425
TLD_gifts,-0.0016268898327718175,0.0016268898327718175
